	PC 1	PC 2	PC 3
DSCAM	-0.04525	0.01015	-0.00457
DSCR3	0.00121	0.00113	0.00254
DSEL	-0.01835	-0.0055	0.00293
DSN1	-0.0056	0.01802	-0.02606
DSTYK	0.0017	-0.00599	0.02188
DTD1	-0.00507	0.00802	-0.02141
DTNA	0.01526	-0.02114	-0.00748
DTWD1	-0.01657	0.00006	0.02344
DTWD2	-0.01203	-0.00899	0.02149
DTX3L	0.00636	-0.00182	0.00367
DTYMK	-0.0019	0.00804	-0.02027
DUSP3	0.026	0.01174	0.01297
DUSP6	-0.01352	0.04309	-0.00905
DUSP10	0.01167	-0.01305	-0.00485
DUSP11	-0.00643	0.01069	0.0039
DUSP12	0.00218	0.00436	-0.00869
DUSP14	0.01861	0.0019	0.00085
DYNC1H1	0.0003	0.00486	-0.00563
DYNC1LI1	0.00003	0.00552	-0.00766
DYNC1LI2	-0.00306	-0.0005	-0.00881
DYNC2H1	-0.00125	-0.00159	0.01385
DYNC2LI1	-0.00251	-0.00328	0.00675
DYNLL1	-0.00007	0.00294	0.00225
DYNLRB1	0.00153	-0.01079	-0.00711
DYNLT1	0.00359	-0.00697	-0.00786
DYNLT3	0.03124	0.01681	0.03151
DYRK4	0.00944	0.00014	0.01062
DYX1C1	-0.00646	0.01443	0.02191
EAF1	0.0095	0.00176	0.01966
EAPP	-0.00245	-0.0013	-0.00465
EARS2	0.00091	0.01682	0.00535
EBNA1BP2	0.00566	0.00724	-0.0023
EBP	0.00932	0.02101	-0.01042
ECD	0.00791	0.00846	-0.00804
ECHDC1	0.02821	-0.00061	0.00325
ECHS1	0.00663	0.00239	0.00007
ECI2	0.00379	0.00181	-0.02045
ECSIT	-0.01047	0.00234	-0.00317
EDC3	-0.00213	0.01852	0.00708
EDEM2	0.01024	0.00738	0.00811
EDEM3	-0.00773	0.00631	0.01026
EDF1	0.00181	-0.00827	-0.00676
EDNRB	-0.0064	-0.01808	-0.07465
EEA1	-0.00946	-0.00654	0.02118
EEF1B2	-0.00486	0.00378	-0.00426
EEF1D	-0.00807	-0.00315	-0.00967
EEF1E1	-0.00274	0.00677	-0.0091
EEF2	-0.00669	-0.00801	0.00763
EFCAB2	-0.01595	0.01241	-0.00309
EFCAB7	0.01171	-0.00486	-0.00253
EFEMP1	0.04099	0.05835	0.07746
EFHC1	-0.00105	0.00546	0.00387
EFNA1	0.01768	-0.01067	0.04869
EFNA5	0.00835	0.01008	-0.00907
EFR3B	0.01629	-0.01594	0.02293
EFTUD1	0.00133	0.01728	0.00637
EFTUD2	0.01083	0.02384	-0.01712
EGFR	-0.06237	-0.04459	-0.02954
EGR1	0.00508	-0.02628	0.00604
EGR2	0.02624	0.01306	0.00764
EHBP1	0.01288	-0.0115	0.00945
EI24	-0.00575	0.0076	-0.00152
EID1	-0.01198	0.00196	-0.00316
EIF1AD	-0.00907	-0.0156	0.01985
EIF1AX	-0.00772	-0.00301	0.00052
EIF1AY	-0.00469	-0.03612	-0.02501
EIF1B	-0.0079	-0.00835	0.0039
EIF2A	-0.01192	-0.00183	0.00816
EIF2AK1	-0.01072	-0.00839	-0.0097
EIF2AK2	-0.00287	0.01696	0.00588
EIF2B1	-0.01126	0.01507	-0.00478
EIF2B2	0.01666	0.02613	-0.01078
EIF2B4	0.00554	0.00165	0.01082
EIF2B5	-0.00239	0.01471	-0.00248
EIF2C1	0.00305	-0.00485	0.00242
EIF2D	0.02092	0.0209	0.00848
EIF2S1	-0.00324	0.01156	-0.00351
EIF2S2	-0.00132	-0.01441	-0.0042
EIF2S3	0.00662	0.00219	0.00317
EIF3A	-0.00584	0.01621	0.00579
EIF3B	-0.01196	-0.00505	0.00677
EIF3C	0.00382	0.01281	-0.00661
EIF3D	-0.01557	0.01117	0.00579
EIF3E	-0.00749	0.00121	0.00004
EIF3G	-0.0043	0.00062	-0.00315
EIF3H	-0.00778	-0.00404	-0.00528
EIF3I	-0.00001	0.00955	-0.00483
EIF3J	-0.00942	-0.00104	-0.00025
EIF3K	-0.00393	-0.00662	-0.01428
EIF3L	-0.00691	0.00728	-0.001
EIF4A1	0.00094	0.00375	-0.00572
EIF4A2	-0.00518	0.00324	-0.00103
EIF4B	-0.00874	-0.00064	0.00772
EIF4E	-0.00168	0.01044	-0.01286
EIF4E2	0.00986	0.00309	0.00459
EIF4EBP1	-0.01295	0.00803	-0.0029
EIF4G1	0.00286	0.01519	0.00225
EIF4G3	-0.00129	-0.00761	-0.00811
EIF4H	-0.0049	0.0057	0.0032
EIF5	0.00085	0.0074	0.00653
EIF5B	-0.00262	0.00012	-0.00357
ELAC1	-0.0003	0.0112	-0.00674
ELK4	-0.00747	0.00101	0.01984
ELL2	0.00706	-0.01278	0.04047
ELMO1	-0.00227	-0.03857	0.01554
ELMO2	0.01565	0.00805	-0.0109
ELMOD1	0.00627	0.02843	0.03032
ELMOD2	0.00526	0.00897	0.00125
ELMOD3	-0.00175	0.00476	0.01291
ELOF1	-0.00378	-0.00222	-0.00068
ELOVL2	-0.01734	0.03313	-0.04003
ELOVL5	0.02195	0.02828	0.00805
ELP2	-0.0067	-0.01133	0.01325
ELP3	0.00244	-0.00161	-0.00308
ELP4	0.00558	-0.00126	-0.00946
EMG1	0.01534	0.00184	0.00696
EML4	-0.0207	-0.00121	0.00066
EMP1	0.04402	0.01724	0.02545
EMP2	-0.01541	-0.00496	-0.00134
EMP3	0.02437	-0.02642	0.00608
ENAH	0.00289	-0.01141	-0.0052
ENDOD1	0.01354	0.02397	0.00349
ENO2	0.00437	-0.01897	0.03858
ENSA	-0.00413	0.00197	0.00458
ENTPD1	0.00289	-0.01731	0.01478
ENTPD4	-0.00664	0.01535	0.01613
ENTPD6	0.00905	-0.00457	0.00749
ENY2	-0.01197	-0.0052	-0.00071
EP300	-0.01769	-0.01316	0.00993
EPAS1	0.01283	-0.00132	0.04002
EPB41L2	-0.00304	-0.03328	-0.00518
EPHA4	-0.00078	0.00421	0.01466
EPM2AIP1	-0.0115	-0.00181	0.02284
EPRS	-0.00247	0.02107	0.00418
EPS8	0.02257	0.01147	0.00119
EPS15	0.0002	-0.01224	0.01212
EPT1	0.00822	0.00379	0.00317
ERAL1	0.01298	0.01678	-0.02695
ERAP1	0.00853	0.01167	0.0146
ERAP2	-0.00333	0.01088	-0.01237
ERBB2IP	-0.00898	-0.0032	0.00909
ERC1	-0.01321	-0.00927	0.01556
ERCC1	-0.00386	-0.00989	-0.00192
ERCC3	0.01401	0.01075	-0.00094
ERCC4	-0.00583	0.004	0.00757
ERCC5	-0.02809	-0.0065	0.005
ERCC6L2	-0.01134	0.0037	0.00598
ERCC8	0.00703	0.01249	-0.01619
ERGIC1	-0.01251	0.00084	0.00194
ERGIC2	-0.00047	0.01034	0.00168
ERH	-0.01029	-0.00207	-0.00036
ERI1	0.01213	0.01615	0.00801
ERI3	0.00117	-0.0132	-0.00792
ERLEC1	-0.00715	0.00284	0.01065
ERLIN1	0.00598	0.02411	-0.0163
ERP29	0.00766	-0.00217	0.00653
ERP44	-0.00952	0.00107	0.0236
ERVK13-1	-0.01236	-0.01199	0.02114
ESCO1	-0.01504	-0.01353	0.00864
ESD	-0.01276	-0.00134	-0.0152
ESF1	-0.00646	-0.01101	0.00312
ESYT1	0.02557	-0.00417	0.01592
ETF1	-0.00466	0.00386	-0.00417
ETFA	-0.00264	0.00353	-0.01933
ETFB	0.02286	0.00114	-0.00615
ETNK1	-0.01709	0.01677	0.01669
ETV1	-0.0211	0.0225	-0.02287
ETV5	-0.03415	0.01177	-0.00643
ETV6	0.0054	-0.0176	-0.01317
EVI5	-0.00372	0.00082	0.00535
EWSR1	-0.00559	-0.00177	0.00005
EXD2	0.02243	-0.01191	-0.00182
EXOC1	0.00147	0.00086	0.00877
EXOC4	-0.00239	0.00556	0.00236
EXOC5	-0.00213	0.00812	0.0026
EXOC7	0.00103	0.00182	0.00936
EXOG	0.00489	0.00042	0.00003
EXOSC2	0.0025	0.00376	0.00682
EXOSC5	-0.00793	0.00798	-0.00853
EXOSC7	-0.00256	0.00008	0.00554
EXOSC8	-0.02703	0.00899	-0.00587
EXOSC9	-0.00185	0.02096	-0.00187
EXOSC10	-0.00336	0.0054	-0.00011
EXT2	0.0067	0.01643	0.01757
EYA3	0.00193	0.00611	0.00396
EZH1	0.00226	0.01156	0.02238
EZR	0.04521	-0.02819	-0.00935
F2R	-0.00652	0.0018	0.01173
F3	0.03905	-0.01616	0.0013
FABP5	-0.00472	0.09017	0.05564
FABP7	-0.01492	-0.00879	-0.01976
FADS1	0.01084	-0.01668	-0.00302
FADS2	-0.00011	-0.04364	-0.02261
FAF2	0.0058	0.00658	-0.0078
FAHD1	0.00426	-0.00792	0.00323
FAHD2A	0.02296	0.01497	-0.0045
FAIM	0.00573	-0.00988	-0.00193
FAIM2	-0.00413	-0.01297	-0.00563
FAM3C	-0.02046	-0.00603	0.00399
FAM5C	-0.00413	0.01121	-0.02991
FAM18B1	0.0056	0.02117	0.0219
FAM32A	0.00191	0.00432	-0.01031
FAM35A	-0.0006	0.00265	-0.00014
FAM45A	0.00152	0.00048	0.00225
FAM46A	-0.01208	0.03233	0.0112
FAM48A	-0.01881	0.01142	-0.01153
FAM49A	-0.01386	0.01994	0.00746
FAM54B	0.00548	0.01499	0.01429
FAM55C	-0.01765	-0.00546	0.02342
FAM59B	-0.01712	-0.02232	-0.04573
FAM60A	-0.01213	-0.00441	0.00092
FAM66D	0.00062	-0.01014	0.02115
FAM69A	0.00778	-0.01894	-0.01369
FAM70A	0.03281	-0.01799	-0.01235
FAM73A	-0.00524	-0.00516	0.02141
FAM76A	-0.00171	-0.01788	0.01855
FAM76B	-0.00571	0.00089	-0.00588
FAM82A2	0.01246	0.02182	-0.00437
FAM82B	0.00694	-0.00602	0.00518
FAM92A1	-0.01123	0.01138	-0.00857
FAM96A	-0.00928	0.00923	0.003
FAM98A	0.00383	0.01038	0.00098
FAM103A1	-0.01342	-0.00066	0.0106
FAM104A	-0.00219	0.01142	0.00292
FAM104B	0.0016	-0.00594	-0.00212
FAM107A	0.05771	-0.04997	-0.02939
FAM110B	-0.01872	-0.02307	0.01015
FAM111A	-0.01396	0.01537	-0.01725
FAM114A1	0.01061	-0.02138	0.0194
FAM114A2	0.01578	0.01018	0.01462
FAM115A	-0.01287	0.00703	0.00471
FAM115C	0.01491	-0.01327	0.04436
FAM118B	0.0245	0.00037	-0.01282
FAM120A	-0.00953	-0.0128	-0.00217
FAM120B	0.00294	0.01875	0.00442
FAM122C	-0.01389	0.00253	0.00006
FAM126A	0.00923	-0.00236	0.00999
FAM127A	0.00913	-0.00553	0.00265
FAM127B	-0.00746	-0.01839	0.00532
FAM129A	0.01611	0.009	0.01309
FAM131A	-0.00492	-0.01749	0.01397
FAM133B	-0.00136	-0.01142	-0.00583
FAM134A	-0.00295	-0.00983	0.00294
FAM135A	0.00373	-0.01874	0.0159
FAM136A	-0.01063	0.00503	-0.00494
FAM156A	-0.00369	0.0003	0.00472
FAM161A	-0.00435	-0.01796	0.00804
FAM162A	-0.0023	-0.0026	0.00516
FAM165B	-0.00576	-0.00553	0.00376
FAM168B	-0.00075	-0.00702	-0.00159
FAM171B	0.00753	-0.01541	0.00671
FAM177A1	-0.00228	0.00073	0.00257
FAM178A	-0.01336	0.01819	-0.00872
FAM179B	-0.01236	0.00515	0.00746
FAM188A	0.00395	0.00528	-0.00739
FAM190B	0.00749	-0.01178	0.0049
FAM192A	-0.00091	0.00188	-0.00675
FAM193A	-0.00844	-0.00913	0.012
FAM195B	-0.01047	-0.00969	0.00229
FAM197Y6	-0.0167	-0.03543	0.02011
FAM198B	0.04157	-0.0264	-0.00538
FAM200B	-0.01041	-0.01919	-0.00215
FAM204A	-0.01428	-0.00511	0.01346
FAM206A	0.03246	-0.00404	0.00986
FAM208A	-0.00673	-0.00647	0.00044
FAM210A	-0.00195	-0.00941	0.03068
FAM213A	0.00507	0.00204	-0.01912
FAM214A	-0.00826	-0.0055	0.00549
FAM217B	-0.01223	-0.00468	0.00464
FAM221A	-0.00657	-0.00995	0.00725
FAN1	-0.00048	0.0214	-0.00381
FANCD2	-0.01967	0.00324	-0.01497
FANCL	-0.00198	0.02669	-0.00411
FAR1	0.00724	-0.00335	0.0011
FARS2	0.00777	0.01787	-0.00932
FARSA	-0.00439	0.01245	-0.00876
FARSB	-0.00188	0.00389	-0.00871
FAS	0.01653	-0.01821	0.01508
FASTK	-0.00375	-0.00067	0.0021
FASTKD1	-0.00543	0.01802	-0.00869
FASTKD2	-0.00172	0.00528	0.00004
FASTKD3	-0.00497	0.00225	-0.0045
FAT1	0.00507	-0.00135	0.01864
FAT3	-0.02562	-0.00161	-0.01238
FBXL5	0.00646	0.01307	-0.01238
FBXL12	0.00789	-0.00188	0.00075
FBXL18	-0.01376	-0.01286	0.01797
FBXL20	-0.00692	-0.00301	0.01196
FBXO3	0.01297	0.01696	-0.0081
FBXO4	-0.00352	0.00755	0.01175
FBXO7	-0.01066	-0.00643	0.00751
FBXO11	-0.01141	-0.01175	-0.00078
FBXO21	-0.00638	0.01348	0.00151
FBXO22	-0.00265	0.02975	-0.0137
FBXO32	0.01807	-0.02975	0.02548
FBXO36	0.01478	-0.01745	-0.00199
FBXO42	-0.01309	0.00284	0.01436
FBXO44	0.00362	-0.01183	0.00428
FBXW2	-0.00986	0.00224	0.0244
FBXW7	0.00434	0.00272	0.00903
FBXW9	0.02057	-0.00097	-0.00346
FCGRT	0.02013	-0.0073	0.01258
FDFT1	0.00687	0.00904	-0.00859
FDPS	-0.0039	0.01844	-0.01731
FDPSP2	-0.00721	-0.00686	0.03978
FECH	0.0086	0.00483	0.00075
FEM1B	-0.01439	-0.01266	0.00115
FEM1C	-0.00881	0.00887	0.00333
FEN1	-0.0037	0.02104	-0.03965
FER	-0.00309	0.00673	-0.00985
FERMT2	0.02534	-0.02675	0.00179
FEZ1	0.00113	-0.00141	-0.02221
FGD2	-0.01382	-0.00902	0.02303
FGD4	-0.00789	0.00166	-0.00769
FGF1	0.01617	0.01427	-0.01589
FGF5	-0.01825	-0.02334	0.01561
FGF12	-0.00365	0.0279	-0.00857
FGFR1	-0.00749	-0.02124	0.0137
FGFR1OP2	-0.01633	-0.00065	0.01435
FGGY	-0.01395	-0.01429	0.00714
FH	0.00917	0.01871	-0.01718
FHL1	-0.00059	-0.01492	0.00443
FIBIN	0.00248	0.01662	-0.02861
FIBP	-0.00334	0.01096	-0.01442
FIG4	0.01677	-0.00177	-0.00534
FIGN	0.00697	-0.002	0.00341
FIGNL1	-0.00742	0.04408	-0.05729
PDGFRA	-0.00353	0.00682	-0.01663
FIS1	-0.00199	-0.00312	-0.00519
FKBP1A	0.00431	0.01968	-0.00131
FKBP2	-0.00055	-0.00083	0.0004
FKBP3	-0.0041	0.00308	-0.00568
FKBP5	-0.01324	0.04114	0.00383
FKBP9	-0.00012	-0.00233	0.00531
FKBP15	0.00439	0.01706	0.02055
FLAD1	-0.00154	-0.00301	-0.00871
FLOT2	0.00552	0.01124	-0.01479
FLRT3	0.01002	0.03298	0.02956
FLVCR1	-0.01177	-0.00338	0.01278
FMNL3	-0.01565	-0.0061	-0.02111
FMR1	-0.01228	0.00117	0.00631
FN3KRP	0.00137	0.02717	-0.01035
FNBP1L	-0.00344	-0.01224	-0.02184
FNDC3A	-0.01616	0.00587	0.01552
FNDC3B	-0.0023	0.00732	0.02317
FNTA	-0.00063	-0.00789	-0.00326
FOPNL	-0.00043	0.00486	0.00316
FOSB	0.02595	-0.03865	0.01494
FOXK1	0.01146	0.0041	0.01807
FOXN2	-0.0197	0.00399	0.00818
FOXO3	-0.02159	-0.01843	0.01741
FOXO3B	-0.0141	-0.01531	0.01394
FOXP1	-0.01376	0.00181	0.03624
FOXRED1	0.00316	0.00111	-0.00083
FOXRED2	-0.00528	-0.00092	-0.01305
FPGT	0.00297	-0.00014	0.01895
FRG1	-0.01547	-0.00037	0.00221
FRMD4A	-0.02245	-0.00058	0.01742
FRS2	0.00203	-0.00786	-0.00809
FRYL	-0.00729	0.01661	0.01547
FTH1	0.01202	-0.03102	0.0114
FTO	0.00477	0.00331	0.00093
FTSJ1	-0.00058	0.00692	-0.00523
FTSJ2	0.00091	0.02269	-0.00692
FTSJ3	0.00462	0.03152	-0.00427
FTX	-0.0134	0.00148	0.0269
FUBP1	-0.01786	0.00243	0.00526
FUNDC2	-0.00858	-0.00166	0.00335
FUS	-0.01183	0.00563	-0.00431
FUT8	-0.01198	0.01389	0.00326
FXC1	-0.00019	0.01843	-0.00311
FXR1	-0.01146	-0.00786	0.00734
FXYD6	0.00021	-0.00835	-0.05747
FYN	-0.00912	-0.01055	0.00025
FYTTD1	-0.00117	-0.00322	-0.00176
FZD3	-0.01271	0.00836	0.00389
FZD5	0.0094	0.00956	0.02552
G2E3	-0.00293	0.00256	0.00365
G3BP1	-0.00308	0.01668	-0.01644
G3BP2	-0.01212	-0.01153	-0.00001
G6PC3	0.0143	0.0082	-0.00465
GABARAPL2	-0.00599	0.00113	-0.01168
GABPA	-0.00544	0.00054	-0.00012
GADD45B	0.03353	-0.02945	-0.00426
GAL3ST4	-0.0003	-0.01069	-0.03149
GALE	0.01759	0.01161	-0.01369
GALK2	-0.0039	0.00807	0.0085
GALNT7	0.0093	0.02381	0.00362
GALNT10	0.00983	-0.02781	0.00668
GALNT11	-0.00753	0.00126	0.00114
GANC	-0.01065	0.005	0.01376
GAP43	0.04348	0.0278	0.03163
GAPVD1	-0.00067	-0.00044	0.00343
GARS	-0.01208	-0.00923	0.01156
GART	-0.00259	0.01632	-0.01318
GAS7	0.0079	-0.00881	-0.008
GATC	0.00736	-0.00015	0.00092
GATM	-0.00401	-0.00624	0.00127
GBA	0.03883	0.03307	0.01592
GBA2	0.00568	-0.01536	-0.01645
GBAS	-0.01526	-0.01767	0.02226
GBE1	0.00344	0.01805	0.04798
GBP1	0.06527	-0.02862	0.02173
GBP2	0.05397	-0.03229	0.0222
GBP4	-0.01198	-0.02115	0.02115
GCA	0.02554	-0.01707	-0.02097
GCAT	0.00315	0.00442	-0.01356
GCC2	-0.00813	-0.00116	0.01691
GCFC1	-0.00114	-0.00792	0.00456
GCLM	-0.00772	-0.00854	0.01681
GCN1L1	-0.00782	0.00369	0.01277
GDAP1	0.00174	0.03739	-0.00109
GDAP2	-0.01156	0.0045	0.01349
GDE1	0.00478	-0.0069	-0.01949
GDI1	0.00659	-0.00873	-0.00399
GDI2	-0.00011	0.01101	-0.00266
GDPD1	-0.01048	-0.01985	0.00444
GDPD2	0.03593	-0.02955	-0.01991
GEM	0.05436	-0.01485	0.00778
GEMIN2	0.00154	0.01601	-0.01194
GEMIN7	0.01565	0.00529	-0.00537
GEMIN8	-0.00366	-0.00089	-0.008
GFAP	0.06886	-0.04978	-0.00309
GFM1	0.00885	0.01615	-0.00267
GFM2	-0.00912	0.0098	-0.00718
GFOD2	0.00711	0.00438	0.00148
GFPT1	-0.01262	0.00079	0.01338
GFPT2	0.03734	0.01057	0.03058
GGA1	-0.01147	-0.01797	0.01788
GGCT	0.00595	-0.00508	-0.01312
GGCX	0.01967	0.00594	0.0045
GGH	0.00527	0.02101	-0.02423
GGNBP2	-0.01453	-0.00199	-0.00343
GGPS1	-0.00161	0.01219	-0.00078
GGT7	-0.01276	-0.00759	0.01925
GHITM	0.00593	-0.00165	0.00685
GIGYF2	-0.00658	-0.01053	0.01072
GIT2	-0.00765	0.01776	0.00401
GJA1	0.04227	-0.03309	-0.01701
GK5	-0.01204	-0.02245	0.00263
GLA	0.00083	0.00888	-0.00296
GLB1	0.01857	0.04059	-0.00025
GLE1	0.00945	0.0184	-0.009
GLG1	0.0044	-0.00231	-0.00257
GLIPR1	0.06095	-0.02832	0.03581
GLIPR2	0.02513	-0.0288	-0.03527
GLIS3	0.03078	-0.03385	0.00388
GLO1	0.00255	-0.00017	-0.00708
GLOD4	-0.00359	-0.00909	-0.00265
GLRX	0.05392	-0.00901	0.01803
GLRX3	0.00282	0.02143	-0.00787
GLS	-0.02038	-0.00076	0.02351
GLT8D1	0.00501	0.00078	0.00339
GLT25D1	0.01502	0.0027	0.02676
GLT25D2	-0.00353	0.01377	-0.03531
GLTP	0.00441	0.00087	-0.00595
GLUD1	0.00481	-0.0058	-0.00195
GLUL	0.01462	0.0134	0.01106
GLYR1	-0.01478	-0.0039	0.00334
GM2A	0.03789	0.00288	0.00156
GMFB	0.01331	0.00518	-0.01773
GMNN	0.00061	0.01889	-0.0193
GMPPA	0.01516	0.02013	-0.00518
GMPR2	0.02169	0.00279	-0.00276
GMPS	-0.00117	0.01248	-0.01231
GNA13	0.00602	0.00792	0.01708
GNAI2	0.00695	-0.01563	0.00192
GNAQ	-0.0104	-0.01044	0.01033
GNB1	-0.01263	-0.01529	0.00114
GNB4	0.01294	-0.00507	-0.00292
GNG2	0.00175	-0.01767	-0.03514
GNG5	0.0026	0.00446	0.00245
GNG7	-0.03209	-0.0022	-0.02968
GNG10	-0.00346	-0.00428	0.00407
GNG12	0.02346	0.00698	0.01468
GNL2	-0.00577	0.01815	-0.00417
GNL3	-0.00991	-0.0052	0.00283
GNL3L	0.00625	0.01897	0.00174
GNPAT	0.01195	0.00417	0.00892
GNPDA1	0.01007	0.0316	-0.00318
GNPNAT1	-0.00361	0.00997	0.00306
GNS	0.00436	0.01244	0.00408
GOLGA1	0.00027	0.00861	-0.00347
GOLGA3	-0.00226	-0.00121	0.00641
GOLGA4	-0.00658	-0.01276	0.01385
GOLGA5	0.00088	-0.004	0.00144
GOLGA7	0.00026	0.00679	0.0031
GOLGA8A	-0.02173	0.00106	0.01362
GOLGA8B	-0.00546	0.0111	0.01422
GOLGB1	-0.00411	-0.00681	-0.00086
GOLM1	0.00381	0.00231	0.00557
GOLPH3L	-0.0002	0.00298	0.02828
GOLT1B	0.00257	0.00702	0.01117
GORAB	0.01039	0.00042	-0.00272
GORASP1	0.01294	0.0036	-0.00934
GORASP2	-0.01075	0.01017	-0.0043
GOSR1	-0.00071	-0.00579	0.0046
GOSR2	0.00707	0.00558	0.005
GOT1	0.00956	0.01812	-0.00193
GOT2	0.00005	0.02415	-0.00503
GPATCH2	0.00425	-0.00168	0.01206
GPATCH4	0.00405	0.01134	-0.00978
GPATCH8	-0.00887	-0.01091	0.00454
GPBP1	-0.00612	0.00278	-0.00813
GPBP1L1	-0.01196	0.00189	0.01472
GPCPD1	-0.02207	-0.02775	0.00481
GPD1L	0.03121	0.00332	-0.01688
GPD2	0.00538	-0.00225	0.00328
GPKOW	0.01266	-0.00601	-0.00874
GPM6A	-0.00103	0.00469	-0.02589
GPN1	0.02079	0.00308	-0.00782
GPN3	0.00707	0.00481	0.01771
GPR56	-0.00627	-0.03436	-0.03173
GPR89A	0.00814	0.00515	-0.00744
GPR89B	0.00161	0.00343	-0.00953
GPR98	0.00921	-0.03004	0.00421
GPR108	0.02108	0.00365	0.00099
GPRC5B	-0.01	-0.01934	0.01268
GPS1	0.00385	0.0093	-0.02629
GPS2	-0.00908	-0.01269	-0.00364
GPSM2	-0.00796	-0.00577	-0.00788
GPX1	-0.01856	0.00812	-0.00318
GPX3	-0.00353	0.0076	0.05268
GPX4	-0.00029	-0.00884	-0.00708
GPX7	0.01105	0.00181	-0.01387
GRAMD1C	-0.00038	-0.00015	-0.00118
GRAMD3	0.02041	-0.02924	-0.00856
GRB2	0.00343	-0.00229	-0.00423
GRB10	-0.00188	0.02435	0.03699
GRHPR	0.00281	-0.01473	-0.02527
GRIA2	-0.02809	0.00687	-0.00502
GRIA3	-0.02127	0.01401	-0.00631
GRIA4	-0.03771	0.01143	-0.05909
GRIPAP1	-0.00409	0.0032	0.00559
GRN	0.02456	0.02088	-0.00043
GRPEL1	0.01458	0.01038	-0.0021
GRPEL2	-0.00092	0.01377	-0.00046
GRSF1	-0.00449	-0.01307	0.00506
GSPT1	-0.01233	-0.00224	0.00692
GSPT2	-0.00244	0.01804	0.008
GSS	0.01905	0.0148	-0.0122
GSTA4	-0.00217	-0.01602	0.00064
GSTCD	-0.00562	-0.00984	0.01172
GSTK1	0.0121	0.00708	0.0054
GSTM1	0.03846	-0.00113	-0.0242
GSTM2	-0.00155	-0.0061	-0.00746
GSTM3	0.01515	-0.0208	-0.01086
GSTO1	0.00507	0.01971	-0.00214
GSTT1	0.01443	0.01593	-0.02533
GSTT2	0.0454	-0.02097	-0.01355
GSTZ1	0.00143	-0.00299	0.00567
GTF2A2	-0.0175	0.00101	-0.00361
GTF2B	-0.00069	0.00858	0.00241
GTF2F1	-0.01081	-0.00643	0.00277
GTF2F2	-0.01801	-0.02171	-0.01537
GTF2H1	-0.00222	-0.00067	0.01285
GTF2H2	-0.00555	0.0007	-0.00819
GTF2H2C	-0.01206	0.00604	-0.00282
GTF2H5	-0.00075	-0.00442	0.00504
GTF2I	-0.00656	-0.00588	-0.00361
GTF2IP1	-0.01501	-0.01374	-0.00295
GTF2IRD1	-0.01077	-0.01006	0.01456
GTF2IRD2B	-0.01395	-0.01486	0.01218
GTF3C1	0.00942	0.00846	-0.00727
GTF3C3	0.00091	0.01605	0.00302
GTF3C5	0.01031	0.01005	0.00436
GTF3C6	-0.00427	-0.00382	0.00126
GTPBP4	0.00246	0.01156	-0.00666
GTPBP10	-0.01199	0.00278	0.01182
GUK1	0.00354	-0.01812	-0.01161
GUSB	-0.02291	0.01913	0.0055
GUSBP1	-0.01384	-0.00504	0.01188
GUSBP3	-0.01402	-0.01287	0.02137
GUSBP9	-0.01652	-0.00973	0.01586
GYG1	0.00848	0.01962	-0.00273
GYS1	0.02314	-0.01117	0.00348
H1F0	0.00067	0.00274	0.01274
H2AFV	-0.00902	0.0092	-0.02564
H2AFY	-0.02311	0.01161	-0.02146
H2AFZ	-0.00861	-0.00099	-0.00978
H6PD	0.00982	-0.01628	-0.00171
HACL1	0.01103	0.00232	0.00982
HADH	0.01705	0.01674	-0.0115
HADHA	0.00841	0.00431	-0.00716
HADHB	0.01412	0.00444	-0.01389
HARS	0.00772	0.0177	-0.01626
HARS2	0.00918	0.01222	0.01879
HAS2	0.03294	-0.03014	-0.00525
HAT1	-0.00127	0.0154	-0.00795
HAUS1	-0.0032	0.00182	-0.03351
HAUS2	-0.0081	0.00713	0.00748
HAUS3	-0.01227	0.00172	0.01091
HAUS5	-0.01382	-0.00854	0.00083
HAUS6	-0.00476	0.00622	-0.00006
HAUS7	0.01458	0.01083	-0.02497
HAX1	0.00052	0.00069	-0.00471
HBP1	0.00468	-0.00963	0.02476
HBS1L	-0.00517	-0.01288	0.00603
HBXIP	0.00079	-0.00581	-0.00465
HCFC2	0.01449	0.00323	0.00947
HDAC1	0.00856	0.00889	-0.0043
HDAC2	-0.01862	0.00048	0.00201
HDAC3	0.01038	0.00546	0.00171
HDAC6	0.00586	0.00021	0.01
HDAC8	0.00337	0.01617	-0.00986
HDAC9	-0.02517	-0.00579	0.0088
HDDC2	0.00951	-0.00483	0.00203
HDHD2	0.0079	0.00159	-0.01058
HDLBP	0.00871	0.00175	-0.00047
HEATR1	-0.01224	0.00449	0.01542
HEATR5A	0.01529	-0.00822	0.00744
HEATR5B	-0.00286	-0.00013	0.01318
HEATR6	0.01266	0.01365	0.00014
HECTD1	-0.01029	0.00872	0.00734
HELQ	-0.00457	-0.00248	0.00279
HELZ	-0.00406	-0.00378	0.00973
HEPN1	0.02495	-0.01208	-0.01676
HERC1	-0.02628	-0.00881	0.00723
HERC2	-0.01678	-0.00007	0.00448
HERC2P2	-0.00924	-0.00289	-0.00008
HERC4	-0.00108	-0.00089	0.0223
HERC6	0.00168	-0.00512	0.0089
HERPUD1	0.00224	-0.00561	0.01478
HEXA	0.00181	0.02996	0.0136
HEY1	-0.00885	-0.00283	-0.02811
HGS	-0.01028	-0.00554	0.0064
